JobTitle,SalaryEstimate,Rating,CompanyName,CompanySize,FoundedYear,OwnershipType,Industry,Sector,MinSalary,MaxSalary,AverageSalary,state,City,CompanyAge,AverageRevenue,NumberOfCompetitors,Experience_Level,RequiredSkills,EducationLevel,YearsofExperience,SalaryCategory
Other,39000-66000 ,2.4,Teasdale Latin Foods,501-1000,1992.0,Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,52500,IL,Hoopeston,32.0,300000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
data engineer,43000-86000 ,3.2,Guidepoint,501-1000,2003.0,Private,Research & Development,Business Services,43000,86000,64500,NY,New York,21.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'SQL']",[],2.0,Low
Other,74000-149000 ,2.1,Cerus Corporation,201-500,1992.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,111500,CA,Concord,32.0,37500000.0,1,Mid-level,['R'],[],2.0,Medium
data engineer,113000-196000 ,3.7,Takeda Pharmaceuticals,10000++,1781.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,154500,MA,Cambridge,243.0,10000000000.0,3,Mid-level,"['R', 'SQL']","['Bachelor', 'Master', 'PhD']",5.0,High
mle,81000-167000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,81000,167000,124000,PA,Pittsburgh,40.0,3078534386.6171002,1,Senior,['R'],['PhD'],7.25830258302583,Medium
data scientist,97000-160000 ,4.4,Maven Wave Partners,201-500,2008.0,Private,Consulting,Business Services,97000,160000,128500,IL,Chicago,16.0,75000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']",[],7.0,Medium
Other,24-39 Per Hour,3.7,Vail Health,501-1000,1966.0,Hospital,Health Care Services & Hospitals,Health Care,49920,81120,65520,CO,Vail,58.0,300000000.0,1,Mid-level,['R'],[],3.0,Low
manager,42000-86000 ,3.5,Central California Alliance for Health,501-1000,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,64000,CA,Scotts Valley,28.0,250500000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],7.25830258302583,Low
data engineer,69000-127000 ,3.0,Pilot Flying J Travel Centers LLC,10000++,1958.0,Private,Gas Stations,Retail,69000,127000,98000,TN,Knoxville,66.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Master'],3.0,Medium
data scientist,110000-175000 ,4.2,Nuna,51-200,2010.0,Private,Enterprise Software & Network Solutions,Information Technology,110000,175000,142500,CA,San Francisco,14.0,3078534386.6171002,1,Mid-level,['R'],"['Master', 'PhD']",3.0,High
data scientist,102000-172000 ,3.9,AstraZeneca,10000++,1913.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,137000,NY,New York,111.0,10000000000.0,3,Senior,"['Python', 'R', 'Scala']",['PhD'],2.0,High
data engineer,74000-124000 ,4.0,Pinnacol Assurance,501-1000,1915.0,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,99000,CO,Denver,109.0,250500000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],7.25830258302583,Medium
Other,40000-68000 ,3.3,Palermo's Pizza,501-1000,1964.0,Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,54000,WI,Milwaukee,60.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
data scientist,108000-171000 ,4.4,MathWorks,1001-5000,1984.0,Private,Computer Hardware & Software,Information Technology,108000,171000,139500,MA,Natick,40.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",5.0,High
data engineer,76000-142000 ,3.4,MetroStar Systems,201-500,1999.0,Private,It Services,Information Technology,76000,142000,109000,MD,Rockville,25.0,37500000.0,1,Mid-level,['R'],"['Bachelor', 'Master']",5.0,Medium
director,202000-306000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,202000,306000,254000,IL,Chicago,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['Master'],7.0,Very High
Other,49000-97000 ,2.9,Audentes Therapeutics,201-500,2012.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,73000,CA,South San Francisco,12.0,3078534386.6171002,3,Mid-level,['R'],['PhD'],2.0,Low
Other,49000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,81000,MD,Rockville,63.0,37500000.0,1,Mid-level,"['R', 'Scala']",['PhD'],5.0,Medium
Other,21-34 Per Hour,3.6,Beebe Healthcare,1001-5000,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,70720,57200,DE,Millville,89.0,300000000.0,1,Mid-level,['R'],[],7.25830258302583,Low
Other,65000-134000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,65000,134000,99500,NC,Winston-Salem,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],5.0,Medium
analyst,32000-59000 ,3.3,National Interstate,501-1000,1989.0,Private,Insurance Carriers,Insurance,32000,59000,45500,OH,Richfield,35.0,250500000.0,1,Mid-level,['R'],['Bachelor'],2.0,Low
data engineer,87000-158000 ,4.5,Moser Consulting,51-200,1996.0,Private,Consulting,Business Services,87000,158000,122500,IN,Indianapolis,28.0,37500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],20.0,Medium
data scientist,107000-173000 ,3.9,TransUnion,5001-10000,1968.0,Public,Financial Analytics & Research,Finance,107000,173000,140000,IL,Chicago,56.0,1500000000.0,1,Senior,"['Python', 'R', 'SQL']",[],7.0,High
Other,56000-99000 ,3.2,MITRE,5001-10000,1958.0,Nonprofit Organization,Federal Agencies,Government,56000,99000,77500,VA,Hampton,66.0,1500000000.0,3,Senior,"['R', 'Scala']",['PhD'],7.25830258302583,Medium
Other,Employer Provided Salary:25-28 Per Hour,3.3,Mcphail Associates,1-50,1976.0,Private,Construction,"Construction, Repair & Maintenance",52000,58240,55120,MA,Cambridge,48.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
Other,80000-155000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,80000,155000,117500,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],['Master'],7.0,Medium
Other,43000-98000 ,2.4,Crown Bioscience,501-1000,2006.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,70500,CA,San Diego,18.0,75000000.0,1,Mid-level,['R'],"['Master', 'PhD']",3.0,Low
manager,45000-78000 ,4.8,HOVER,51-200,2011.0,Private,Computer Hardware & Software,Information Technology,45000,78000,61500,CA,San Francisco,13.0,37500000.0,1,Mid-level,"['R', 'SQL']",[],5.0,Low
Other,44000-96000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,70000,NY,Ithaca,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Low
Other,50000-110000 ,2.9,Q2 Solutions,1001-5000,2015.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,80000,GA,Marietta,9.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],5.0,Medium
data engineer,61000-119000 ,3.4,Arbella Insurance,1001-5000,1988.0,Private,Insurance Carriers,Insurance,61000,119000,90000,MA,Quincy,36.0,300000000.0,1,Mid-level,"['R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
Other,Employer Provided Salary:100000-140000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,100000,140000,120000,MA,Cambridge,32.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],2.0,Medium
Other,56000-91000 ,2.6,Software Engineering Institute,501-1000,1984.0,College / University,Colleges & Universities,Education,56000,91000,73500,PA,Pittsburgh,40.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],15.0,Low
data scientist,68000-114000 ,3.8,Zimmerman Advertising,501-1000,1984.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,68000,114000,91000,FL,Fort Lauderdale,40.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data scientist,Employer Provided Salary:150000-160000,5.0,BPA Services,Unknown,1992.0,Private,Enterprise Software & Network Solutions,Information Technology,150000,160000,155000,DC,Washington,32.0,3078534386.6171002,1,Mid-level,['R'],['Bachelor'],15.0,High
Other,101000-158000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,101000,158000,129500,MA,Boston,173.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],5.0,Medium
data scientist,125000-210000 ,4.0,Pfizer,10000++,1849.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125000,210000,167500,NY,New York,175.0,10000000000.0,1,Senior,['R'],['Master'],3.0,High
analyst,43000-77000 ,3.8,Associated Banc-Corp,1001-5000,1870.0,Public,Banks & Credit Unions,Finance,43000,77000,60000,WI,Green Bay,154.0,1500000000.0,3,Mid-level,['R'],['Bachelor'],2.0,Low
data scientist,139000-221000 ,3.9,Zest AI,51-200,2009.0,Private,Financial Analytics & Research,Finance,139000,221000,180000,CA,Burbank,15.0,75000000.0,1,Senior,"['Python', 'R', 'SQL', 'Scala']","['Master', 'PhD']",5.0,High
analyst,44000-86000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,44000,86000,65000,NY,New York,22.0,3500000000.0,3,Mid-level,"['R', 'SQL', 'Scala']",[],7.25830258302583,Low
data engineer,78000-147000 ,4.3,Genesys,5001-10000,1990.0,Private,Computer Hardware & Software,Information Technology,78000,147000,112500,NC,Durham,34.0,1500000000.0,3,Senior,"['Python', 'R', 'Java', 'Scala']",[],7.25830258302583,Medium
analyst,65000-110000 ,1.9,Moda Operandi,201-500,2010.0,Private,"Department, Clothing, & Shoe Stores",Retail,65000,110000,87500,NY,New York,14.0,300000000.0,3,Senior,"['Python', 'R', 'SQL', 'Java']",['Bachelor'],3.0,Medium
Other,37000-66000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,37000,66000,51500,IN,Indianapolis,112.0,10000000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java']","['Bachelor', 'Master']",5.0,Low
Other,38000-64000 ,4.7,QK,51-200,1972.0,Private,Architectural & Engineering Services,Business Services,38000,64000,51000,CA,Clovis,52.0,17500000.0,1,Mid-level,['R'],['Bachelor'],40.0,Low
Other,43000-82000 ,3.1,Santander,10000++,1856.0,Private,Banks & Credit Unions,Finance,43000,82000,62500,MA,Boston,168.0,10000000000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",9.0,Low
data engineer,90000-110000,3.4,Tivity Health,501-1000,1981.0,Public,Health Care Services & Hospitals,Health Care,90000,110000,100000,AZ,Chandler,43.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",['Bachelor'],5.0,Medium
data engineer,61000-109000 ,4.4,BRMi,51-200,2004.0,Private,It Services,Information Technology,61000,109000,85000,VA,Chantilly,20.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",[],7.25830258302583,Medium
data scientist,93000-151000 ,3.9,Luminar Technologies,201-500,2012.0,Private,Computer Hardware & Software,Information Technology,93000,151000,122000,FL,Orlando,12.0,3078534386.6171002,1,Senior,"['Python', 'R']","['Bachelor', 'Master']",8.0,Medium
Other,52000-81000 ,3.9,"Emtec, Inc.",501-1000,1995.0,Private,Enterprise Software & Network Solutions,Information Technology,52000,81000,66500,IL,Chicago,29.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Master'],3.0,Low
Other,40000-101000 ,4.7,Veterans United Home Loans,1001-5000,2002.0,Private,Lending,Finance,40000,101000,70500,MO,Columbia,22.0,3078534386.6171002,1,Mid-level,"['R', 'SQL']",[],7.25830258302583,Low
data engineer,97000-180000 ,4.7,Praetorian,51-200,2010.0,Private,Security Services,Business Services,97000,180000,138500,TX,Austin,14.0,17500000.0,1,Senior,"['Python', 'R', 'SQL']",['Bachelor'],8.0,High
data scientist,81000-134000 ,3.4,PA Consulting,1001-5000,1943.0,Private,Consulting,Business Services,81000,134000,107500,MA,Boston,81.0,300000000.0,3,Mid-level,"['R', 'SQL', 'Java', 'Scala']",[],7.0,Medium
Other,84000-157000 ,3.8,Agios Pharmaceuticals,501-1000,2008.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84000,157000,120500,MA,Cambridge,16.0,75000000.0,1,Mid-level,['R'],"['Master', 'PhD']",6.0,Medium
Other,49000-113000 ,2.7,Advanced BioScience Laboratories,201-500,1961.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,81000,MD,Rockville,63.0,37500000.0,1,Mid-level,"['R', 'Scala']",[],7.25830258302583,Medium
Other,68000-139000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,68000,139000,103500,KY,Owensboro,149.0,10000000000.0,1,Mid-level,['R'],['Bachelor'],7.25830258302583,Medium
data engineer,75000-140000 ,3.4,Echo Global Logistics,1001-5000,2005.0,Public,Transportation Management,Transportation & Logistics,75000,140000,107500,IL,Chicago,19.0,3500000000.0,3,Mid-level,"['R', 'SQL', 'Scala']",[],3.0,Medium
data engineer,121000-203000 ,4.0,Glassdoor,1001-5000,2007.0,Private,Internet,Information Technology,121000,203000,162000,CA,San Francisco,17.0,3078534386.6171002,2,Senior,"['Python', 'R', 'Java', 'Scala']",['Bachelor'],7.0,High
Other,52000-85000 ,3.5,Esri,1001-5000,1969.0,Private,Computer Hardware & Software,Information Technology,52000,85000,68500,CA,Redlands,55.0,1500000000.0,1,Mid-level,"['Python', 'R']",['Master'],2.0,Low
data scientist,81000-140000 ,3.4,Assurant,10000++,1978.0,Public,Insurance Carriers,Insurance,81000,140000,110500,OH,Westlake,46.0,7500000000.0,3,Mid-level,"['R', 'SQL']",[],7.25830258302583,Medium
data scientist,63000-99000 ,3.7,Caterpillar,10000++,1925.0,Public,Industrial Manufacturing,Manufacturing,63000,99000,81000,IL,Peoria,99.0,10000000000.0,3,Mid-level,"['R', 'Java']",[],7.25830258302583,Medium
data scientist,110000-150000,4.3,Equity Residential,1001-5000,1993.0,Public,Real Estate,Real Estate,110000,150000,130000,IL,Chicago,31.0,3500000000.0,3,Senior,"['Python', 'R', 'SQL']","['Master', 'PhD']",3.0,Medium
data engineer,83000-148000 ,3.7,F&G,201-500,1992.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,83000,148000,115500,IA,Des Moines,32.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],60.0,Medium
data scientist,60000-101000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",60000,101000,80500,WA,Richland,59.0,250500000.0,3,Senior,['R'],"['Bachelor', 'Master', 'PhD']",50.0,Medium
analyst,31000-55000 ,4.6,GreatAmerica Financial Services,501-1000,1992.0,Private,Lending,Finance,31000,55000,43000,IA,Cedar Rapids,32.0,300000000.0,1,Mid-level,"['R', 'SQL']",['Bachelor'],3.0,Low
director,102000-178000 ,4.4,Acceleron Pharma,201-500,2003.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,178000,140000,MA,Cambridge,21.0,3078534386.6171002,1,Mid-level,['R'],['PhD'],3.0,High
Other,Employer Provided Salary:110000-130000,3.7,Kronos Bio,Unknown,1992.0,Private,-1,Information Technology,110000,130000,120000,MA,Cambridge,32.0,3078534386.6171002,1,Senior,['R'],['PhD'],2.0,Medium
analyst,48000-85000 ,3.0,AmeriHealth Caritas,5001-10000,1983.0,Private,Insurance Carriers,Insurance,48000,85000,66500,PA,Philadelphia,41.0,7500000000.0,3,Senior,"['R', 'SQL', 'Java']","['Bachelor', 'Master']",30.0,Low
data engineer,66000-123000 ,4.7,Strategic Employment Partners,51-200,2006.0,Private,Staffing & Outsourcing,Business Services,66000,123000,94500,CA,San Francisco,18.0,3000000.0,1,Senior,"['Python', 'R']",[],3.0,Medium
data scientist,92000-146000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",92000,146000,119000,WA,Seattle,59.0,250500000.0,3,Senior,['R'],"['Bachelor', 'Master', 'PhD']",50.0,Medium
Other,21-29 Per Hour,3.2,Catholic Health Initiatives,10000++,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43680,60320,52000,NE,Omaha,28.0,10000000000.0,2,Mid-level,['R'],['Bachelor'],7.25830258302583,Low
analyst,10-17 Per Hour,2.7,FLEETCOR,5001-10000,2000.0,Public,Financial Transaction Processing,Finance,20800,35360,28080,TN,Nashville,24.0,3500000000.0,1,Senior,['R'],['Bachelor'],7.25830258302583,Low
director,150000-239000 ,3.3,Liberty Mutual Insurance,10000++,1912.0,Private,Insurance Carriers,Insurance,150000,239000,194500,IL,Chicago,112.0,10000000000.0,3,Mid-level,"['Python', 'R']",['PhD'],7.25830258302583,Very High
Other,52000-91000 ,3.9,Southwest Research Institute,1001-5000,1947.0,Nonprofit Organization,Research & Development,Business Services,52000,91000,71500,TX,San Antonio,77.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Java', 'C++']",[],3.0,Low
data scientist,82000-129000,3.7,Applied Research Laboratories,501-1000,1992.0,College / University,Colleges & Universities,Education,82000,129000,105500,TX,Austin,32.0,3078534386.6171002,1,Mid-level,"['Python', 'R']",['Bachelor'],7.25830258302583,Medium
Other,47000-101000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,47000,101000,74000,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],"['Master', 'PhD']",2.0,Low
analyst,49000-76000 ,3.7,Raytheon,10000++,1922.0,Public,Aerospace & Defense,Aerospace & Defense,49000,76000,62500,AL,Huntsville,102.0,10000000000.0,1,Mid-level,['R'],[],2.0,Low
Other,43000-88000 ,4.3,RTI International,1001-5000,1958.0,Nonprofit Organization,Research & Development,Business Services,43000,88000,65500,NC,Durham,66.0,250500000.0,3,Senior,['R'],[],30.0,Low
director,124000-199000 ,3.6,TRANZACT,1001-5000,1989.0,Private,Advertising & Marketing,Business Services,124000,199000,161500,NJ,Fort Lee,35.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",[],7.0,High
analyst,52000-93000 ,2.1,United BioSource,1001-5000,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52000,93000,72500,PA,Blue Bell,21.0,300000000.0,2,Mid-level,"['R', 'SQL']",[],2.0,Low
data engineer,97000-181000 ,3.9,Figure Eight,51-200,2008.0,Public,Computer Hardware & Software,Information Technology,97000,181000,139000,CA,San Francisco,16.0,17500000.0,1,Senior,"['Python', 'R', 'Java', 'Scala']",[],5.0,High
data engineer,100000-173000 ,3.9,Tapjoy,201-500,2007.0,Private,Internet,Information Technology,100000,173000,136500,CA,San Francisco,17.0,17500000.0,2,Senior,"['R', 'SQL', 'Java', 'Scala']",[],3.0,High
data scientist,53000-96000 ,3.8,Fareportal,1001-5000,2002.0,Private,Travel Agencies,Travel & Tourism,53000,96000,74500,NY,New York,22.0,3500000000.0,3,Mid-level,"['Python', 'R', 'Scala']",['Bachelor'],7.25830258302583,Low
Other,65000-96000 ,3.1,Reynolds American,5001-10000,1875.0,Private,Consumer Products Manufacturing,Manufacturing,65000,96000,80500,NC,Winston-Salem,149.0,10000000000.0,1,Senior,['R'],"['Master', 'PhD']",1.0,Medium
data scientist,56000-95000 ,3.5,Sartorius,5001-10000,1870.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56000,95000,75500,NM,Albuquerque,154.0,1500000000.0,1,Mid-level,"['Python', 'R']","['Bachelor', 'Master']",7.25830258302583,Medium
data scientist,111000-176000 ,4.7,1904labs,51-200,2016.0,Private,It Services,Information Technology,111000,176000,143500,MO,Saint Louis,8.0,3078534386.6171002,2,Mid-level,"['Python', 'R', 'SQL', 'Scala']",[],7.25830258302583,High
data scientist,75000-127000 ,5.0,Royce Geospatial,51-200,2014.0,Private,Aerospace & Defense,Aerospace & Defense,75000,127000,101000,VA,Springfield,10.0,17500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",[],10.0,Medium
data engineer,65000-119000 ,3.6,MassMutual,5001-10000,1851.0,Private,Insurance Carriers,Insurance,65000,119000,92000,MA,Springfield,173.0,10000000000.0,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",['Bachelor'],4.0,Medium
data scientist,56000-97000 ,3.8,PNNL,1001-5000,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",56000,97000,76500,WA,Richland,59.0,250500000.0,3,Mid-level,"['Python', 'R']",['PhD'],5.0,Medium
data scientist,108000-173000 ,4.7,Recursion Pharmaceuticals,51-200,2013.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108000,173000,140500,UT,Salt Lake City,11.0,3000000.0,1,Mid-level,"['Python', 'R']",[],3.0,High
data scientist,94000-139000 ,3.6,Citi,10000++,1812.0,Public,Investment Banking & Asset Management,Finance,94000,139000,116500,NJ,Jersey City,212.0,10000000000.0,1,Mid-level,"['R', 'SQL']",[],7.25830258302583,Medium
mle,176000-289000 ,4.7,Sage Intacct,501-1000,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,176000,289000,232500,CA,San Francisco,25.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['PhD'],4.0,Very High
data scientist,92000-149000 ,3.5,Scale AI,51-200,2016.0,Private,Enterprise Software & Network Solutions,Information Technology,92000,149000,120500,CA,San Francisco,8.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['PhD'],3.0,Medium
Other,63000-101000 ,3.5,Esri,1001-5000,1969.0,Private,Computer Hardware & Software,Information Technology,63000,101000,82000,VA,Arlington,55.0,1500000000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Bachelor', 'Master']",7.25830258302583,Medium
Other,54000-115000 ,3.3,Rochester Regional Health,10000++,2014.0,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,84500,NY,Rochester,10.0,250500000.0,1,Mid-level,['R'],['PhD'],5.0,Medium
data scientist,118000-188000 ,2.7,Change Healthcare,10000++,2007.0,Public,It Services,Information Technology,118000,188000,153000,CA,Emeryville,17.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL']",['PhD'],4.0,High
data scientist,108000-146000 ,3.4,MZ,501-1000,2008.0,Private,Internet,Information Technology,108000,146000,127000,CA,Palo Alto,16.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Scala']","['Bachelor', 'Master']",3.0,Medium
data scientist,65000-106000 ,4.7,HG Insights,51-200,2010.0,Private,Computer Hardware & Software,Information Technology,65000,106000,85500,CA,Santa Barbara,14.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",[],3.0,Medium
data scientist,55000-98000 ,2.8,"1-800-FLOWERS.COM, Inc.",1001-5000,1976.0,Public,Wholesale,Business Services,55000,98000,76500,NY,Carle Place,48.0,1500000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],5.0,Medium
data scientist,94000-162000 ,3.5,CBS Interactive,1001-5000,1992.0,Subsidiary or Business Segment,Tv Broadcast & Cable Networks,Media,94000,162000,128000,NY,New York,32.0,250500000.0,3,Mid-level,"['Python', 'R', 'SQL']",['Bachelor'],7.25830258302583,Medium
data engineer,63000-120000 ,3.2,"Numeric, LLC",1-50,1992.0,Private,Staffing & Outsourcing,Business Services,63000,120000,91500,PA,King of Prussia,32.0,7500000.0,1,Mid-level,"['Python', 'R', 'SQL', 'Java', 'Scala']",['Bachelor'],3.0,Medium
Other,90000-179000 ,4.4,Rubius Therapeutics,201-500,2013.0,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,179000,134500,MA,Cambridge,11.0,300000000.0,1,Senior,['R'],[],2.0,Medium
data scientist,127000-202000 ,3.3,Samba TV,201-500,2008.0,Private,Advertising & Marketing,Business Services,127000,202000,164500,CA,San Francisco,16.0,3078534386.6171002,1,Mid-level,['R'],[],7.25830258302583,High
Other,60000-127000 ,4.0,ClearEdge,51-200,2002.0,Private,Computer Hardware & Software,Information Technology,60000,127000,93500,MD,Annapolis Junction,22.0,7500000.0,1,Mid-level,"['R', 'Java']","['Bachelor', 'Master']",7.25830258302583,Medium
analyst,31000-57000 ,3.4,SV Microwave,201-500,1991.0,Public,Telecommunications Manufacturing,Telecommunications,31000,57000,44000,FL,West Palm Beach,33.0,75000000.0,1,Mid-level,['R'],['Master'],3.0,Low
data engineer,105000-194000 ,3.8,Sumo Logic,501-1000,2010.0,Private,Computer Hardware & Software,Information Technology,105000,194000,149500,TX,Austin,14.0,3078534386.6171002,3,Mid-level,"['R', 'Scala']","['Master', 'PhD']",7.25830258302583,High
data engineer,45000-86000 ,3.5,EAB,1001-5000,2007.0,Private,Research & Development,Business Services,45000,86000,65500,DC,Washington,17.0,3078534386.6171002,1,Mid-level,"['R', 'SQL', 'Scala']","['Bachelor', 'Master']",1.0,Low
data engineer,75000-143000 ,4.4,SpringML,1-50,2015.0,Private,Enterprise Software & Network Solutions,Information Technology,75000,143000,109000,VA,Herndon,9.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'Java', 'Scala']",[],10.0,Medium
data engineer,126000-228000 ,3.7,Samsung Research America,1001-5000,1988.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,126000,228000,177000,CA,Mountain View,36.0,75000000.0,3,Mid-level,"['Python', 'R', 'SQL', 'Scala']",['PhD'],5.0,High
data scientist,80000-134000 ,4.7,Systems & Technology Research,201-500,2010.0,Private,Aerospace & Defense,Aerospace & Defense,80000,134000,107000,VA,Arlington,14.0,300000000.0,1,Mid-level,"['Python', 'R', 'SQL']",['PhD'],2.0,Medium
data scientist,120000-189000 ,4.1,Netskope,501-1000,2012.0,Private,Enterprise Software & Network Solutions,Information Technology,120000,189000,154500,CA,Santa Clara,12.0,3078534386.6171002,3,Mid-level,"['Python', 'R', 'Scala']",['PhD'],5.0,High
data scientist,85000-142000 ,4.0,Lorven Technologies Inc,1-50,1992.0,Private,Accounting,Accounting & Legal,85000,142000,113500,CA,Santa Clara,32.0,1000000.0,1,Mid-level,"['Python', 'R', 'SQL']",[],7.25830258302583,Medium
data scientist,95000-154000 ,3.5,Brighthouse Financial,1001-5000,2017.0,Public,Insurance Carriers,Insurance,95000,154000,124500,NC,Charlotte,7.0,3078534386.6171002,1,Senior,"['Python', 'R']","['Bachelor', 'Master']",4.0,Medium
data scientist,111000-176000 ,2.5,CareDx,1-50,1992.0,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,111000,176000,143500,CA,Brisbane,32.0,3078534386.6171002,1,Mid-level,"['Python', 'R', 'SQL', 'Java']",[],7.25830258302583,High
data scientist,87000-140000 ,3.9,Serigor Inc.,1-50,1992.0,Private,It Services,Information Technology,87000,140000,113500,CA,San Francisco,32.0,1000000.0,1,Mid-level,"['Python', 'R', 'SQL']","['Master', 'Doctorate']",8.0,Medium
data scientist,76000-127000 ,3.4,Leidos,10000++,1969.0,Public,Aerospace & Defense,Aerospace & Defense,76000,127000,101500,VA,Springfield,55.0,10000000000.0,1,Mid-level,"['Python', 'R']","['Bachelor', 'Master']",6.0,Medium
